,sn,name,mjd,flux,fluxerr,magsys,exptime,valid,lc,band,mag_sky,seeing,zp
2394,11058,11058,58874.25390625,5743.432186604293,195.81858320597397,AB,NaN,1,755,hsc::z,NaN,NaN,32.092803955078125
2395,11058,11058,58845.29296875,21881.997069105906,90.21787805253179,AB,NaN,1,752,hsc::g,NaN,NaN,33.092803955078125
2396,11058,11058,58874.24609375,5462.929069571434,107.23832087801385,AB,NaN,1,755,hsc::z,NaN,NaN,32.092803955078125
2397,11058,11058,58874.25,5439.167180370086,146.89482429205447,AB,NaN,1,755,hsc::z,NaN,NaN,32.092803955078125
2398,11058,11058,58874.3359375,18536.297099790812,152.37734539858198,AB,NaN,1,753,hsc::i2,NaN,NaN,32.89280319213867
2399,11058,11058,58874.328125,18330.233237839075,132.27872233007312,AB,NaN,1,753,hsc::i2,NaN,NaN,32.89280319213867
2400,11058,11058,58900.23828125,3194.620917037984,280.3287176888346,AB,NaN,1,751,hsc::Y,NaN,NaN,31.69280242919922
2401,11182,11182,59883.3828125,1709.4791603727301,48.58852106666958,AB,NaN,1,757,hsc::z,NaN,NaN,32.092803955078125
2402,11182,11182,59874.359375,2948.063521461795,86.32599560378246,AB,NaN,1,756,hsc::i2,NaN,NaN,32.89280319213867
2403,11182,11182,59874.35546875,2702.107204903716,186.1058348745771,AB,NaN,1,756,hsc::i2,NaN,NaN,32.89280319213867
2404,11182,11182,59883.390625,1480.6067451272334,148.83273368927934,AB,NaN,1,757,hsc::z,NaN,NaN,32.092803955078125
2405,11182,11182,59883.38671875,1801.232561434169,70.43455435612184,AB,NaN,1,757,hsc::z,NaN,NaN,32.092803955078125
2406,11200,11200,59883.390625,2302.4918231932006,149.55805350626335,AB,NaN,1,759,hsc::z,NaN,NaN,32.092803955078125
2407,11200,11200,59874.35546875,7499.551605368887,189.88154601124347,AB,NaN,1,758,hsc::i2,NaN,NaN,32.89280319213867
2408,11200,11200,59874.359375,7524.277864777087,94.18792324042228,AB,NaN,1,758,hsc::i2,NaN,NaN,32.89280319213867
2409,11200,11200,59884.2734375,2363.993316787206,181.3808867288923,AB,NaN,1,759,hsc::z,NaN,NaN,32.092803955078125
2410,11200,11200,59883.38671875,2447.4667659946485,71.95531328739725,AB,NaN,1,759,hsc::z,NaN,NaN,32.092803955078125
2411,11200,11200,59883.37890625,2401.255651288745,50.154959761574986,AB,NaN,1,759,hsc::z,NaN,NaN,32.092803955078125
2412,11200,11200,59883.3828125,2423.954120068782,50.7690556268906,AB,NaN,1,759,hsc::z,NaN,NaN,32.092803955078125
2413,11243,11243,58787.53125,2019.6966960020784,113.3385031447423,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2414,11243,11243,58779.5390625,2601.899974623274,109.68511543776789,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2415,11243,11243,58779.51953125,2592.556294531042,99.82889189854195,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2416,11243,11243,58814.23828125,778.8851080175064,137.88236515441423,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2417,11243,11243,58814.2421875,1019.3504122179482,132.65462311071042,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2418,11243,11243,58820.3125,601.7283000813588,90.0161967618445,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2419,11243,11243,58783.453125,4105.5042407606015,161.80107978369242,AB,NaN,1,761,hsc::i2,NaN,NaN,32.89280319213867
2420,11243,11243,58783.4375,3978.9891188306356,159.3338988813002,AB,NaN,1,761,hsc::i2,NaN,NaN,32.89280319213867
2421,11243,11243,58783.43359375,3978.83101209244,210.40507572082916,AB,NaN,1,761,hsc::i2,NaN,NaN,32.89280319213867
2422,11243,11243,58753.43359375,623.0337816605892,94.15451546892714,AB,NaN,1,760,hsc::g,NaN,NaN,33.092803955078125
2423,11243,11243,58753.34375,659.8424953667894,105.75752569067261,AB,NaN,1,760,hsc::g,NaN,NaN,33.092803955078125
2424,11243,11243,58787.5234375,2183.812684166654,102.77387706797602,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2425,11243,11243,58787.52734375,2160.5471404682494,111.02168282023338,AB,NaN,1,762,hsc::z,NaN,NaN,32.092803955078125
2426,11309,11309,57818.5078125,1698.353984150644,110.21966223058423,AB,NaN,1,765,hsc::r2,NaN,NaN,33.092803955078125
2427,11309,11309,57835.2578125,4714.385677254918,131.2272000487719,AB,NaN,1,764,hsc::i2,NaN,NaN,32.89280319213867
2428,11309,11309,57834.421875,1845.7023238672175,103.64921630786748,AB,NaN,1,766,hsc::z,NaN,NaN,32.092803955078125
2429,11309,11309,57816.46484375,2482.5639389473718,150.92579959506602,AB,NaN,1,764,hsc::i2,NaN,NaN,32.89280319213867
2430,11309,11309,57869.26171875,1231.3686932824112,163.00176256405683,AB,NaN,1,764,hsc::i2,NaN,NaN,32.89280319213867
2431,11309,11309,57842.27734375,3998.0278104313547,119.04611492047381,AB,NaN,1,764,hsc::i2,NaN,NaN,32.89280319213867
2432,11309,11309,57842.2734375,3868.5662430949756,106.84387096447136,AB,NaN,1,764,hsc::i2,NaN,NaN,32.89280319213867
2433,11309,11309,57834.42578125,1777.5944917516815,78.70334623856894,AB,NaN,1,766,hsc::z,NaN,NaN,32.092803955078125
2434,11309,11309,57816.46875,2331.9544964195265,82.25307456266034,AB,NaN,1,764,hsc::i2,NaN,NaN,32.77840805053711
2435,11309,11309,57818.51171875,1162.8745206204264,59.500422297483624,AB,NaN,1,765,hsc::r2,NaN,NaN,32.53818130493164
2436,11309,11309,57833.3984375,1260.6859291835249,186.92918372837298,AB,NaN,1,763,hsc::Y,NaN,NaN,31.69280242919922
2437,11309,11309,57833.375,1296.7103508170605,91.03045877417645,AB,NaN,1,763,hsc::Y,NaN,NaN,31.57840919494629
2438,11309,11309,57833.37109375,1514.5440849161448,87.80586853012584,AB,NaN,1,763,hsc::Y,NaN,NaN,31.69280242919922
2439,11309,11309,57833.3671875,1245.7624734906874,124.093097870289,AB,NaN,1,763,hsc::Y,NaN,NaN,31.69280242919922
2440,11309,11309,57833.36328125,1363.9427735382483,145.72013413738233,AB,NaN,1,763,hsc::Y,NaN,NaN,31.69280242919922
2441,11309,11309,57866.359375,882.3168820458094,94.78638083489413,AB,NaN,1,766,hsc::z,NaN,NaN,32.092803955078125
2442,11309,11309,57816.30859375,805.150100178702,68.62044032693987,AB,NaN,1,766,hsc::z,NaN,NaN,31.978408813476562
2443,11309,11309,57834.4296875,1728.312130192299,72.84431579867459,AB,NaN,1,766,hsc::z,NaN,NaN,32.092803955078125
2444,11371,11371,57757.53125,720.2558223125326,136.82809440168404,AB,NaN,1,767,hsc::Y,NaN,NaN,31.69280242919922
2445,11371,11371,57783.44140625,1648.8845201069919,167.16408663146947,AB,NaN,1,768,hsc::i2,NaN,NaN,32.89280319213867
2446,11371,11371,57783.4453125,1369.0232671937222,225.25881436874994,AB,NaN,1,768,hsc::i2,NaN,NaN,32.89280319213867
2447,11371,11371,57783.57421875,998.3873307146815,95.56652595355479,AB,NaN,1,770,hsc::z,NaN,NaN,32.092803955078125
2448,11371,11371,57783.5703125,884.7247096606441,96.83295718967214,AB,NaN,1,770,hsc::z,NaN,NaN,32.092803955078125
2449,11371,11371,57774.4921875,1196.547816935464,43.840209189869,AB,NaN,1,770,hsc::z,NaN,NaN,32.092803955078125
2450,11371,11371,57805.35546875,558.8277551261147,109.12719368605134,AB,NaN,1,770,hsc::z,NaN,NaN,32.092803955078125
2451,11371,11371,57776.3984375,612.9657919135441,85.40092186864443,AB,NaN,1,769,hsc::r2,NaN,NaN,33.092803955078125
2452,11371,11371,57774.48828125,1277.72848079838,42.494151021933924,AB,NaN,1,770,hsc::z,NaN,NaN,32.092803955078125
2453,11413,11413,58787.53125,990.8286240499735,111.74584470460793,AB,NaN,1,772,hsc::z,NaN,NaN,32.092803955078125
2454,11413,11413,58787.52734375,952.2283551125092,109.39522523548635,AB,NaN,1,772,hsc::z,NaN,NaN,32.092803955078125
2455,11413,11413,58787.5234375,990.6654764819948,101.0146267739859,AB,NaN,1,772,hsc::z,NaN,NaN,32.092803955078125
2456,11413,11413,58779.5390625,1528.0902823002953,108.025707323553,AB,NaN,1,772,hsc::z,NaN,NaN,32.092803955078125
2457,11413,11413,58783.453125,1911.5990820700856,159.85250608325404,AB,NaN,1,771,hsc::i2,NaN,NaN,32.89280319213867
2458,11413,11413,58783.4375,1575.3468203887585,157.3536978214729,AB,NaN,1,771,hsc::i2,NaN,NaN,32.89280319213867
2459,11413,11413,58783.43359375,1812.9026252993044,208.90932467332087,AB,NaN,1,771,hsc::i2,NaN,NaN,32.89280319213867
2460,11413,11413,58779.51953125,1555.6794663852954,98.00305610481252,AB,NaN,1,772,hsc::z,NaN,NaN,32.092803955078125
2461,11415,11415,57786.45703125,9545.966050422252,106.38634053939629,AB,NaN,1,775,hsc::r2,NaN,NaN,33.092803955078125
2462,11415,11415,57834.42578125,1362.267179938072,77.86642587925044,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2463,11415,11415,57834.421875,1453.4360722544395,103.01537821675592,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2464,11415,11415,57805.36328125,2463.203200986957,75.20300822356647,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2465,11415,11415,57805.359375,2606.7718221168443,133.04195830316982,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2466,11415,11415,57774.4921875,2981.60865910724,49.2871900458691,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2467,11415,11415,57783.57421875,4044.2534394997037,100.3298737130601,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2468,11415,11415,57783.5703125,3912.63817901044,101.53639275114631,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2469,11415,11415,57783.5234375,3637.729801793121,115.00696276513855,AB,NaN,1,776,hsc::z,NaN,NaN,31.978408813476562
2470,11415,11415,57774.48828125,2788.819185694976,48.09101485243239,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2471,11415,11415,57776.3984375,8509.183997558395,98.69729567657932,AB,NaN,1,775,hsc::r2,NaN,NaN,33.092803955078125
2472,11415,11415,57805.35546875,2612.3832405404214,112.10827793088913,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2473,11415,11415,57818.5078125,1465.716249773203,109.6464488615051,AB,NaN,1,775,hsc::r2,NaN,NaN,33.092803955078125
2474,11415,11415,57866.359375,742.3045482915018,94.57609803936877,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2475,11415,11415,57809.42578125,3792.3915476264065,273.082752500431,AB,NaN,1,774,hsc::i2,NaN,NaN,32.77840805053711
2476,11415,11415,57809.41796875,4431.463961054086,199.92078025266972,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2477,11415,11415,57835.2578125,1090.212663674758,127.2666518357783,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2478,11415,11415,57842.2734375,1186.0066325174805,102.58296857696499,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2479,11415,11415,57809.44140625,4779.595192438587,334.07979199064874,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2480,11415,11415,57783.44140625,8751.019626512358,173.6190551345851,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2481,11415,11415,57783.4453125,8318.07731756668,230.0900394040423,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2482,11415,11415,57811.40625,1477.3337345481928,159.7294507917584,AB,NaN,1,773,hsc::Y,NaN,NaN,31.69280242919922
2483,11415,11415,57833.36328125,849.7562256904996,145.1147964941996,AB,NaN,1,773,hsc::Y,NaN,NaN,31.69280242919922
2484,11415,11415,57834.4296875,1405.0419300427297,71.93895577866985,AB,NaN,1,776,hsc::z,NaN,NaN,32.092803955078125
2485,11415,11415,57833.3671875,868.4659944845484,123.38152915815424,AB,NaN,1,773,hsc::Y,NaN,NaN,31.69280242919922
2486,11415,11415,57833.37109375,756.1712431026095,86.79708240896522,AB,NaN,1,773,hsc::Y,NaN,NaN,31.69280242919922
2487,11415,11415,57842.27734375,962.1251343617099,115.23776272433346,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2488,11415,11415,57816.46484375,2765.899997174677,151.26896144866166,AB,NaN,1,774,hsc::i2,NaN,NaN,32.89280319213867
2489,11456,11456,57783.43359375,1761.335038938217,106.01014638728786,AB,NaN,1,777,hsc::i2,NaN,NaN,32.77840805053711
2490,11456,11456,57774.5546875,1726.3002506186751,65.20424563093123,AB,NaN,1,779,hsc::z,NaN,NaN,31.978408813476562
2491,11456,11456,57747.51953125,7208.88860271315,155.20284061804006,AB,NaN,1,778,hsc::r2,NaN,NaN,33.092803955078125
2492,11456,11456,57816.31640625,547.6305376823491,75.10537802221064,AB,NaN,1,779,hsc::z,NaN,NaN,31.978408813476562
2493,11456,11456,57805.34765625,764.8651620448456,120.0857031276689,AB,NaN,1,779,hsc::z,NaN,NaN,31.978408813476562
2494,11524,11524,57717.6171875,1196.5216237348004,97.79270550574404,AB,NaN,1,781,hsc::i2,NaN,NaN,32.89280319213867
2495,11524,11524,57717.62109375,1273.002991791909,94.30906779631866,AB,NaN,1,781,hsc::i2,NaN,NaN,32.89280319213867
2496,11524,11524,57715.53125,871.2154034182776,119.30500394208845,AB,NaN,1,782,hsc::z,NaN,NaN,32.092803955078125
2497,11524,11524,57717.60546875,1386.259540355376,235.09593165600708,AB,NaN,1,781,hsc::i2,NaN,NaN,32.89280319213867
2498,11524,11524,57715.62890625,894.763079898854,116.41131956616286,AB,NaN,1,780,hsc::Y,NaN,NaN,31.69280242919922
2499,11524,11524,57715.53515625,866.58216304633,101.05542981745678,AB,NaN,1,782,hsc::z,NaN,NaN,32.092803955078125
2500,11524,11524,57715.625,824.8064126459496,74.54202578083404,AB,NaN,1,780,hsc::Y,NaN,NaN,31.69280242919922
2501,11524,11524,57715.62109375,778.4072781623324,99.26850253163205,AB,NaN,1,780,hsc::Y,NaN,NaN,31.69280242919922
2502,11524,11524,57717.61328125,1160.4600484834684,161.75963931800146,AB,NaN,1,781,hsc::i2,NaN,NaN,32.89280319213867
2503,11528,11528,57774.48828125,764.9543413394949,40.66104542448233,AB,NaN,1,784,hsc::z,NaN,NaN,32.092803955078125
2504,11528,11528,57745.53515625,1422.3602082008078,163.33682343759438,AB,NaN,1,784,hsc::z,NaN,NaN,32.092803955078125
2505,11528,11528,57783.57421875,518.5447154553506,94.74555358048917,AB,NaN,1,784,hsc::z,NaN,NaN,32.092803955078125
2506,11528,11528,57774.4921875,704.7623305048269,42.06561037485249,AB,NaN,1,784,hsc::z,NaN,NaN,32.092803955078125
2507,11528,11528,57757.53125,874.2648570818485,136.97619293675749,AB,NaN,1,783,hsc::Y,NaN,NaN,31.69280242919922
2508,11528,11528,57745.53125,1339.2298454320332,141.55774402537386,AB,NaN,1,784,hsc::z,NaN,NaN,32.092803955078125
2509,11595,11595,57783.44140625,897.0998782644077,166.8062573013462,AB,NaN,1,785,hsc::i2,NaN,NaN,32.89280319213867
2510,11595,11595,57805.36328125,408.93288925045226,70.54616011783591,AB,NaN,1,786,hsc::z,NaN,NaN,32.092803955078125
2511,11595,11595,57774.48828125,1012.5352693571122,41.66851736899375,AB,NaN,1,786,hsc::z,NaN,NaN,32.092803955078125
2512,11595,11595,57783.57421875,787.4308550862017,95.31455625139847,AB,NaN,1,786,hsc::z,NaN,NaN,32.092803955078125
2513,11595,11595,57774.4921875,960.2624534262136,43.040470687261376,AB,NaN,1,786,hsc::z,NaN,NaN,32.092803955078125
2514,11595,11595,57783.5703125,713.6800659618866,96.58422316060529,AB,NaN,1,786,hsc::z,NaN,NaN,32.092803955078125
2515,11622,11622,58848.25390625,3325.746289575282,86.50077337626477,AB,NaN,1,788,hsc::i2,NaN,NaN,32.77840805053711
2516,11622,11622,58821.32421875,4333.118094354079,102.98159169482582,AB,NaN,1,790,hsc::z,NaN,NaN,31.978408813476562
2517,11622,11622,58819.4453125,4484.279155569398,197.03982439969167,AB,NaN,1,790,hsc::z,NaN,NaN,31.978408813476562
2518,11622,11622,58814.25,4771.32732666462,131.7940159341898,AB,NaN,1,790,hsc::z,NaN,NaN,31.978408813476562
2519,11622,11622,58816.328125,9193.368768161143,66.7398331991073,AB,NaN,1,789,hsc::r2,NaN,NaN,32.53818130493164
2520,11622,11622,58845.28125,388.960613140618,35.784927520483784,AB,NaN,1,787,hsc::g,NaN,NaN,32.53818130493164
2521,11751,11751,57872.26953125,1324.5952405619637,137.7725010069404,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2522,11751,11751,57872.265625,1596.738589075317,105.67981877782681,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2523,11751,11751,57872.2734375,1929.1675166893224,184.99356551006784,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2524,11751,11751,57872.26171875,1484.0822985025395,96.02182573059343,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2525,11751,11751,57869.26171875,2719.9129042694535,164.5065520357832,AB,NaN,1,791,hsc::i2,NaN,NaN,32.89280319213867
2526,11751,11751,57866.3671875,1250.144691437461,124.65737388471706,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2527,11751,11751,57866.35546875,1175.689386865469,156.09013545765447,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2528,11751,11751,57866.36328125,1142.020821819415,104.02102275364115,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2529,11751,11751,57866.37109375,1219.9901409545923,152.19312329634255,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2530,11751,11751,57872.25,1445.9275632347776,159.07737783651257,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2531,11751,11751,57872.2578125,1514.2049875213452,105.66739949636414,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2532,11751,11751,57872.25390625,1302.7851291843303,158.3376928357648,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2533,11751,11751,57866.359375,1130.18916911868,95.54283307920406,AB,NaN,1,792,hsc::z,NaN,NaN,32.092803955078125
2534,11792,11792,57720.60546875,1463.358232382234,107.49837111976298,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2535,11792,11792,57816.31640625,676.7966305329642,75.28633471960802,AB,NaN,1,797,hsc::z,NaN,NaN,31.978408813476562
2536,11792,11792,57786.45703125,897.9522188091955,93.36056396207564,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2537,11792,11792,57776.3984375,1446.4916836986804,87.00554338130296,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2538,11792,11792,57717.6171875,606.5126824265374,97.01589325954447,AB,NaN,1,795,hsc::i2,NaN,NaN,32.89280319213867
2539,11792,11792,57747.51953125,8238.373434040244,156.77242065401254,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2540,11792,11792,57720.59375,1637.2250340139162,111.17652411978314,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2541,11792,11792,57720.58984375,1740.7632080409526,131.47407972074882,AB,NaN,1,796,hsc::r2,NaN,NaN,33.092803955078125
2542,11792,11792,57717.62109375,862.9559897268668,93.50503034068137,AB,NaN,1,795,hsc::i2,NaN,NaN,32.89280319213867
2543,11792,11792,57783.43359375,1591.000412074612,106.2215384974724,AB,NaN,1,795,hsc::i2,NaN,NaN,32.77840805053711
2544,11792,11792,57783.44140625,1719.715888933373,167.55711821157104,AB,NaN,1,795,hsc::i2,NaN,NaN,32.89280319213867
2545,11792,11792,57783.4453125,1739.0530365139828,225.55062178194066,AB,NaN,1,795,hsc::i2,NaN,NaN,32.89280319213867
2546,11792,11792,57816.46484375,807.8900169566685,149.11496931849408,AB,NaN,1,795,hsc::i2,NaN,NaN,32.89280319213867
2547,11792,11792,57805.36328125,969.7972528339972,71.9854122938649,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2548,11792,11792,57805.359375,867.6025085293604,131.24974215417964,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2549,11792,11792,57805.35546875,989.7842519871391,109.97510222427421,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2550,11792,11792,57783.57421875,1922.0692104366613,97.00530355036634,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2551,11792,11792,57783.5703125,1930.3071783356202,98.25320808141979,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2552,11792,11792,57774.5546875,1947.0878574802286,65.84215306790712,AB,NaN,1,797,hsc::z,NaN,NaN,31.978408813476562
2553,11792,11792,57774.4921875,2192.429870492773,46.85954171834451,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2554,11792,11792,57774.48828125,2176.101118499099,45.60264878432799,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2555,11792,11792,57757.53515625,2194.4720716388824,163.47710550723875,AB,NaN,1,793,hsc::Y,NaN,NaN,31.69280242919922
2556,11792,11792,57745.53515625,3918.8806660147475,165.8044605967848,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2557,11792,11792,57745.53125,4110.130841381676,144.39815302794895,AB,NaN,1,797,hsc::z,NaN,NaN,32.092803955078125
2558,11792,11792,57757.53125,2108.4167653180825,138.4171534630377,AB,NaN,1,793,hsc::Y,NaN,NaN,31.69280242919922
2559,11792,11792,57755.61328125,806.6137350539292,65.28116467760013,AB,NaN,1,794,hsc::g,NaN,NaN,33.092803955078125
2560,11792,11792,57805.34765625,953.286755590816,120.26286746751174,AB,NaN,1,797,hsc::z,NaN,NaN,31.978408813476562
2561,11908,11908,57816.30859375,468.09977244821243,67.68742800318546,AB,NaN,1,801,hsc::z,NaN,NaN,31.978408813476562
2562,11908,11908,57755.6171875,493.7501072930456,45.557232385390066,AB,NaN,1,798,hsc::g,NaN,NaN,32.53818130493164
2563,11908,11908,57786.4609375,512.6434241320545,79.11595115501419,AB,NaN,1,800,hsc::r2,NaN,NaN,32.53818130493164
2564,11908,11908,57783.44921875,1666.3765971889031,173.15588750154163,AB,NaN,1,799,hsc::i2,NaN,NaN,32.77840805053711
2565,11908,11908,57776.5078125,2296.0521493742444,118.90062848379604,AB,NaN,1,799,hsc::i2,NaN,NaN,32.77840805053711
2566,11908,11908,57816.46875,599.8316321426356,79.0788452028367,AB,NaN,1,799,hsc::i2,NaN,NaN,32.77840805053711
2567,11908,11908,57776.40234375,783.1676815069347,49.720632766603636,AB,NaN,1,800,hsc::r2,NaN,NaN,32.53818130493164
2568,11908,11908,57774.47265625,1800.077696521961,51.966748011640796,AB,NaN,1,801,hsc::z,NaN,NaN,31.978408813476562
2569,12059,12059,58907.33984375,79478.47271317078,169.42651166576934,AB,NaN,1,804,hsc::r2,NaN,NaN,33.092803955078125
2570,12059,12059,58899.3125,7134.795742360572,90.00556479968913,AB,NaN,1,803,hsc::i2,NaN,NaN,32.89280319213867
2571,12059,12059,58907.34375,79782.07378102368,173.58853524878256,AB,NaN,1,804,hsc::r2,NaN,NaN,33.092803955078125
2572,12059,12059,58902.2890625,24224.887868521688,106.87839810583277,AB,NaN,1,802,hsc::g,NaN,NaN,33.092803955078125
2573,12059,12059,58902.296875,24175.073465508867,114.58287628408816,AB,NaN,1,802,hsc::g,NaN,NaN,33.092803955078125
2574,12059,12059,58902.29296875,24288.196258263826,97.31559601312334,AB,NaN,1,802,hsc::g,NaN,NaN,33.092803955078125
2575,12063,12063,57757.52734375,14981.392827779424,137.96082489182618,AB,NaN,1,805,hsc::Y,NaN,NaN,31.57840919494629
2576,12063,12063,57816.3203125,565.0625240718662,96.88813489249928,AB,NaN,1,808,hsc::z,NaN,NaN,31.978408813476562
2577,12063,12063,57811.40234375,3578.290363158531,242.17079622471473,AB,NaN,1,805,hsc::Y,NaN,NaN,31.57840919494629
2578,12063,12063,57774.484375,10814.807037549419,73.77102019506505,AB,NaN,1,808,hsc::z,NaN,NaN,31.978408813476562
2579,12063,12063,57776.58984375,31898.218734931914,233.80843962092203,AB,NaN,1,806,hsc::i2,NaN,NaN,32.77840805053711
2580,12063,12063,57783.4375,32573.29445561963,157.62752679582343,AB,NaN,1,806,hsc::i2,NaN,NaN,32.77840805053711
2581,12063,12063,57816.48046875,525.0508593892827,99.27985368032576,AB,NaN,1,806,hsc::i2,NaN,NaN,32.77840805053711
2582,12063,12063,57786.46875,16912.942755373555,135.0669429619981,AB,NaN,1,807,hsc::r2,NaN,NaN,32.53818130493164
2583,12063,12063,57776.39453125,23945.60415549421,100.07873393782658,AB,NaN,1,807,hsc::r2,NaN,NaN,32.53818130493164
2584,12063,12063,57778.62890625,8698.147262738861,306.2572028535829,AB,NaN,1,805,hsc::Y,NaN,NaN,31.57840919494629
2585,12092,12092,57834.48828125,2033.624906288581,273.3815243083131,AB,NaN,1,812,hsc::z,NaN,NaN,31.978408813476562
2586,12092,12092,57807.48046875,2722.6900187171714,66.9571453785326,AB,NaN,1,811,hsc::r2,NaN,NaN,32.53818130493164
2587,12092,12092,57818.53125,3667.833715043436,147.00630348102192,AB,NaN,1,811,hsc::r2,NaN,NaN,32.53818130493164
2588,12092,12092,57837.2734375,1572.6858552964354,129.9475250105486,AB,NaN,1,811,hsc::r2,NaN,NaN,32.53818130493164
2589,12092,12092,57805.34765625,1566.1914138050877,121.19530730814523,AB,NaN,1,812,hsc::z,NaN,NaN,31.978408813476562
2590,12092,12092,57816.31640625,2852.7997130295944,79.78963846208487,AB,NaN,1,812,hsc::z,NaN,NaN,31.978408813476562
2591,12092,12092,57834.44140625,2354.1821557584863,79.99713387018878,AB,NaN,1,812,hsc::z,NaN,NaN,31.978408813476562
2592,12092,12092,57819.45703125,1926.9126921434515,64.64280281290715,AB,NaN,1,809,hsc::Y,NaN,NaN,31.57840919494629
2593,12092,12092,57809.4296875,4929.951605639357,335.27098046146875,AB,NaN,1,810,hsc::i2,NaN,NaN,32.77840805053711
2594,12254,12254,57745.53515625,12114.560125829099,172.76808537302693,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2595,12254,12254,57774.484375,8820.155717679443,69.54468959938743,AB,NaN,1,817,hsc::z,NaN,NaN,31.978408813476562
2596,12254,12254,57715.53125,1048.8919038886913,119.61639466199087,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2597,12254,12254,57774.48828125,9981.867969185407,66.5584213942949,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2598,12254,12254,57715.53515625,1115.837389677409,101.42946669165335,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2599,12254,12254,57783.4375,10518.505498285494,134.91657318148,AB,NaN,1,815,hsc::i2,NaN,NaN,32.77840805053711
2600,12254,12254,57783.5703125,6454.204938199493,105.16099417515122,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2601,12254,12254,57783.44140625,11740.093481292577,176.33323223902534,AB,NaN,1,815,hsc::i2,NaN,NaN,32.89280319213867
2602,12254,12254,57774.4921875,9829.284858604036,67.42234228623566,AB,NaN,1,817,hsc::z,NaN,NaN,32.092803955078125
2603,12254,12254,57776.58984375,13602.148466598626,221.36513478971307,AB,NaN,1,815,hsc::i2,NaN,NaN,32.77840805053711
2604,12254,12254,57717.5546875,950.7937956386332,40.13490474882147,AB,NaN,1,814,hsc::g,NaN,NaN,30.592803955078125
2605,12254,12254,57755.61328125,13264.347395889992,89.78684169588868,AB,NaN,1,814,hsc::g,NaN,NaN,33.092803955078125
2606,12254,12254,57786.46875,6092.448335749861,122.29654416905736,AB,NaN,1,816,hsc::r2,NaN,NaN,32.53818130493164
