sn,fieldid,mjd,band,flux,magsys,exptime,valid,fluxerr,zp,mag_sky,seeing,zpsys,lc,name
10127,227664,57869.26171875,hsc::i2,1391.0551112634098,AB,NaN,1,163.53608482297972,32.89280319213867,NaN,NaN,ab,673,10127
10127,227664,57872.25390625,hsc::z,1409.4411361606913,AB,NaN,1,158.0643063511119,32.092803955078125,NaN,NaN,ab,674,10127
10127,227664,57872.2578125,hsc::z,1119.4991688805353,AB,NaN,1,105.25704000593866,32.092803955078125,NaN,NaN,ab,674,10127
10127,227664,57872.25,hsc::z,1368.1543342653572,AB,NaN,1,158.80543730377852,32.092803955078125,NaN,NaN,ab,674,10127
10133,229268,57866.3671875,hsc::z,1093.6336104568456,AB,NaN,1,124.58509655756765,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57866.35546875,hsc::z,974.1399781253746,AB,NaN,1,156.0336005873623,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57866.359375,hsc::z,991.1062887089612,AB,NaN,1,95.44979913492529,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57866.36328125,hsc::z,970.6663365791858,AB,NaN,1,103.93498684442774,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57842.27734375,hsc::i2,841.596305936502,AB,NaN,1,115.15895565538936,32.89280319213867,NaN,NaN,ab,675,10133
10133,229268,57869.26171875,hsc::i2,963.9244637617844,AB,NaN,1,163.18282039872673,32.89280319213867,NaN,NaN,ab,675,10133
10133,229268,57866.37109375,hsc::z,941.3725665625219,AB,NaN,1,152.13352463505353,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57872.26953125,hsc::z,700.486432258688,AB,NaN,1,137.09222159778702,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57872.265625,hsc::z,999.6085770132017,AB,NaN,1,104.79186636733415,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57872.2578125,hsc::z,994.7426535881897,AB,NaN,1,104.78025822865216,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57872.26171875,hsc::z,897.1818241237568,AB,NaN,1,95.04419066706818,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57872.25,hsc::z,885.8249284791618,AB,NaN,1,158.49008641174967,32.092803955078125,NaN,NaN,ab,676,10133
10133,229268,57842.2734375,hsc::i2,876.623329822003,AB,NaN,1,102.49373234910196,32.89280319213867,NaN,NaN,ab,675,10133
10134,256716,58753.34765625,hsc::g,1767.8331857047435,AB,NaN,1,67.79790976854652,32.53818130493164,NaN,NaN,ab,677,10134
10134,256716,58755.6328125,hsc::z,3077.191269783524,AB,NaN,1,265.91212058797873,31.978408813476562,NaN,NaN,ab,678,10134
10134,256716,58753.4375,hsc::g,1834.4436293347167,AB,NaN,1,46.630585847644696,32.53818130493164,NaN,NaN,ab,677,10134
10134,256716,58821.32421875,hsc::z,689.691115708107,AB,NaN,1,97.23280999210333,31.978408813476562,NaN,NaN,ab,678,10134
10134,256716,58821.30859375,hsc::z,828.5198947659317,AB,NaN,1,93.56337887894992,31.978408813476562,NaN,NaN,ab,678,10134
10134,256716,58787.53515625,hsc::z,1798.1422392681932,AB,NaN,1,130.05274033300933,31.978408813476562,NaN,NaN,ab,678,10134
10154,226067,57776.51171875,hsc::i2,996.818121250197,AB,NaN,1,126.02150857765312,32.77840805053711,NaN,NaN,ab,679,10154
10154,226067,57774.4765625,hsc::z,561.974631368613,AB,NaN,1,58.299233590360046,31.978408813476562,NaN,NaN,ab,680,10154
10154,226067,57783.5234375,hsc::z,581.1317427080359,AB,NaN,1,110.78828454370992,31.978408813476562,NaN,NaN,ab,680,10154
10154,226067,57774.55078125,hsc::z,507.8585996563354,AB,NaN,1,65.8440156235724,31.978408813476562,NaN,NaN,ab,680,10154
10154,226067,57783.4296875,hsc::i2,710.8061106929348,AB,NaN,1,107.87231731343135,32.77840805053711,NaN,NaN,ab,679,10154
10213,258320,58816.328125,hsc::r2,253.89160636145812,AB,NaN,1,41.76441319743396,32.53818130493164,NaN,NaN,ab,683,10213
10213,258320,58792.421875,hsc::Y,1109.5824917258358,AB,NaN,1,189.79511605006368,31.57840919494629,NaN,NaN,ab,681,10213
10213,258320,58753.34765625,hsc::g,2652.089483593248,AB,NaN,1,69.36418625779895,32.53818130493164,NaN,NaN,ab,682,10213
10213,258320,58788.35546875,hsc::g,315.89599178915535,AB,NaN,1,55.23590043058733,32.53818130493164,NaN,NaN,ab,682,10213
10213,258320,58814.25,hsc::z,808.206897456007,AB,NaN,1,127.16811041633082,31.978408813476562,NaN,NaN,ab,684,10213
10218,230064,57783.4375,hsc::i2,918.720294870256,AB,NaN,1,123.67898383040429,32.77840805053711,NaN,NaN,ab,686,10218
10218,230064,57776.39453125,hsc::r2,360.9617810234189,AB,NaN,1,53.16515524756169,32.53818130493164,NaN,NaN,ab,687,10218
10218,230064,57776.58984375,hsc::i2,1211.8662226084589,AB,NaN,1,212.71122386325678,32.77840805053711,NaN,NaN,ab,686,10218
10218,230064,57819.4609375,hsc::Y,342.46238550688076,AB,NaN,1,59.592335841365404,31.57840919494629,NaN,NaN,ab,685,10218
10218,230064,57774.484375,hsc::z,789.4005657736333,AB,NaN,1,48.581610387491324,31.978408813476562,NaN,NaN,ab,688,10218
10407,228467,57835.2578125,hsc::i2,889.1262894375922,AB,NaN,1,126.98385389468497,32.89280319213867,NaN,NaN,ab,689,10407
10407,228467,57866.35546875,hsc::z,1371.347582664896,AB,NaN,1,156.59541822934023,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57866.359375,hsc::z,1854.426961861338,AB,NaN,1,96.36543358313558,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57842.2734375,hsc::i2,2154.773653503815,AB,NaN,1,104.58727776151099,32.89280319213867,NaN,NaN,ab,689,10407
10407,228467,57872.2734375,hsc::z,1503.9006615230112,AB,NaN,1,184.9517941232951,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.26953125,hsc::z,1552.2695744102257,AB,NaN,1,137.7167647585271,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57866.36328125,hsc::z,1795.0543576189307,AB,NaN,1,104.77645847467709,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.26171875,hsc::z,1436.5756146276958,AB,NaN,1,95.94286389708958,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.25390625,hsc::z,1671.8239155763117,AB,NaN,1,158.29044202073715,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.25,hsc::z,1429.1759172844097,AB,NaN,1,159.03065646676436,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.2578125,hsc::z,1534.2892250672621,AB,NaN,1,105.59611685175247,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57866.3671875,hsc::z,1610.5767034360188,AB,NaN,1,125.28792104013824,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57872.265625,hsc::z,1343.60726568702,AB,NaN,1,105.60761229372594,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57869.26171875,hsc::i2,3035.621168280324,AB,NaN,1,165.08037567943623,32.89280319213867,NaN,NaN,ab,689,10407
10407,228467,57866.33984375,hsc::z,2221.277885048334,AB,NaN,1,332.20581479066146,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57834.4296875,hsc::z,384.81065619141816,AB,NaN,1,69.70460829025717,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57834.42578125,hsc::z,412.74083941364177,AB,NaN,1,75.80603887275656,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57866.37109375,hsc::z,1738.3985112518126,AB,NaN,1,152.7095880916819,32.092803955078125,NaN,NaN,ab,690,10407
10407,228467,57842.27734375,hsc::i2,2302.7465167083324,AB,NaN,1,117.02674388804365,32.89280319213867,NaN,NaN,ab,689,10407
10447,237269,58816.328125,hsc::r2,12206.532147812244,AB,NaN,1,73.0680637803012,32.53818130493164,NaN,NaN,ab,694,10447
10447,237269,58788.35546875,hsc::g,24277.3330110684,AB,NaN,1,101.69622951490952,32.53818130493164,NaN,NaN,ab,692,10447
10447,237269,58788.44921875,hsc::g,24039.436353081117,AB,NaN,1,91.95421984935827,32.53818130493164,NaN,NaN,ab,692,10447
10447,237269,58755.50390625,hsc::i2,15248.313263427322,AB,NaN,1,116.99337998229952,32.77840805053711,NaN,NaN,ab,693,10447
10447,237269,58814.46875,hsc::r2,13281.529312335648,AB,NaN,1,212.45576664337025,32.53818130493164,NaN,NaN,ab,694,10447
10447,237269,58755.63671875,hsc::z,5842.8787168162435,AB,NaN,1,276.6321576307286,31.978408813476562,NaN,NaN,ab,695,10447
10447,237269,58787.515625,hsc::z,11789.972085811669,AB,NaN,1,84.9684742220845,31.978408813476562,NaN,NaN,ab,695,10447
10447,237269,58789.2734375,hsc::i2,38369.40842939567,AB,NaN,1,209.48523420735012,32.77840805053711,NaN,NaN,ab,693,10447
10447,237269,58783.30078125,hsc::r2,50501.280620178484,AB,NaN,1,148.5721053402246,32.53818130493164,NaN,NaN,ab,694,10447
10447,237269,58753.4375,hsc::g,4111.290472536413,AB,NaN,1,53.633553606862975,32.53818130493164,NaN,NaN,ab,692,10447
10447,237269,58789.30859375,hsc::i2,38359.97023836748,AB,NaN,1,267.99652224606086,32.77840805053711,NaN,NaN,ab,693,10447
10447,237269,58814.484375,hsc::r2,13292.951200295469,AB,NaN,1,346.6493246161277,32.53818130493164,NaN,NaN,ab,694,10447
10447,237269,58753.34765625,hsc::g,3926.3809861515824,AB,NaN,1,72.38917995909893,32.53818130493164,NaN,NaN,ab,692,10447
10447,237269,58783.4453125,hsc::i2,50501.356595410834,AB,NaN,1,165.46288100543913,32.77840805053711,NaN,NaN,ab,693,10447
10447,237269,58759.4140625,hsc::Y,7566.882322372589,AB,NaN,1,247.3799885645003,31.57840919494629,NaN,NaN,ab,691,10447
10467,257519,59883.3828125,hsc::z,1181.2538556860313,AB,NaN,1,46.711041243875606,32.092803955078125,NaN,NaN,ab,697,10467
10467,257519,59883.38671875,hsc::z,1045.2690101401397,AB,NaN,1,69.1526850582598,32.092803955078125,NaN,NaN,ab,697,10467
10467,257519,59883.390625,hsc::z,1121.3447351175328,AB,NaN,1,148.23036272408132,32.092803955078125,NaN,NaN,ab,697,10467
10467,257519,59884.2734375,hsc::z,1146.6214676880732,AB,NaN,1,180.34810578799033,32.092803955078125,NaN,NaN,ab,697,10467
10467,257519,59883.37890625,hsc::z,1147.6286419942257,AB,NaN,1,46.04173951616482,32.092803955078125,NaN,NaN,ab,697,10467
10467,257519,59874.359375,hsc::i2,1516.5142715187956,AB,NaN,1,83.9296907676418,32.89280319213867,NaN,NaN,ab,696,10467
10467,257519,59874.35546875,hsc::i2,1301.7803562171512,AB,NaN,1,185.00675657198272,32.89280319213867,NaN,NaN,ab,696,10467
10493,258316,58874.3046875,hsc::i2,1186.4728964354017,AB,NaN,1,209.1442013106836,32.89280319213867,NaN,NaN,ab,699,10493
10493,258316,58876.27734375,hsc::Y,503.68030226220145,AB,NaN,1,83.79857870413635,31.69280242919922,NaN,NaN,ab,698,10493
10493,258316,58876.2734375,hsc::Y,618.694769678036,AB,NaN,1,70.0754256564657,31.69280242919922,NaN,NaN,ab,698,10493
10493,258316,58848.24609375,hsc::i2,776.0080276564217,AB,NaN,1,151.61486631784575,32.89280319213867,NaN,NaN,ab,699,10493
10493,258316,58876.2421875,hsc::Y,712.0311349150103,AB,NaN,1,93.9593516498837,31.69280242919922,NaN,NaN,ab,698,10493
10493,258316,58876.28125,hsc::Y,519.2737667501489,AB,NaN,1,92.33073311446034,31.69280242919922,NaN,NaN,ab,698,10493
10493,258316,58874.2421875,hsc::z,836.64284592938,AB,NaN,1,100.55640116508106,32.092803955078125,NaN,NaN,ab,700,10493
10493,258316,58874.25,hsc::z,771.012459594318,AB,NaN,1,141.97883581451467,32.092803955078125,NaN,NaN,ab,700,10493
10535,227665,57833.37109375,hsc::Y,715.3831493376177,AB,NaN,1,86.95374490988735,31.69280242919922,NaN,NaN,ab,701,10535
10535,227665,57833.3984375,hsc::Y,968.2380924156257,AB,NaN,1,186.53037951977444,31.69280242919922,NaN,NaN,ab,701,10535
10535,227665,57833.3671875,hsc::Y,1010.5561624592442,AB,NaN,1,123.49163167656484,31.69280242919922,NaN,NaN,ab,701,10535
10535,227665,57834.4296875,hsc::z,1087.55034470773,AB,NaN,1,71.07982616777143,32.092803955078125,NaN,NaN,ab,703,10535
10535,227665,57833.36328125,hsc::Y,1019.1911645616685,AB,NaN,1,145.20828696662298,31.69280242919922,NaN,NaN,ab,701,10535
10535,227665,57866.359375,hsc::z,696.4281021443473,AB,NaN,1,94.53279565021091,32.092803955078125,NaN,NaN,ab,703,10535
10535,227665,57834.42578125,hsc::z,930.2077701811186,AB,NaN,1,77.07307543520083,32.092803955078125,NaN,NaN,ab,703,10535
10535,227665,57834.421875,hsc::z,904.6410276048177,AB,NaN,1,102.41678189799366,32.092803955078125,NaN,NaN,ab,703,10535
10535,227665,57842.27734375,hsc::i2,844.8551830490059,AB,NaN,1,115.32540939496702,32.89280319213867,NaN,NaN,ab,702,10535
10535,227665,57842.2734375,hsc::i2,921.7357748989278,AB,NaN,1,102.68146583010373,32.89280319213867,NaN,NaN,ab,702,10535
10535,227665,57835.2578125,hsc::i2,1264.881906334253,AB,NaN,1,127.30212427043926,32.89280319213867,NaN,NaN,ab,702,10535
10543,230866,57774.4921875,hsc::z,940.8443615977625,AB,NaN,1,42.803228759864346,32.092803955078125,NaN,NaN,ab,705,10543
10543,230866,57774.484375,hsc::z,912.7072034952453,AB,NaN,1,48.92179492785264,31.978408813476562,NaN,NaN,ab,705,10543
10543,230866,57774.48828125,hsc::z,934.9489234673059,AB,NaN,1,41.423466681969856,32.092803955078125,NaN,NaN,ab,705,10543
10543,230866,57783.4375,hsc::i2,659.1383936808528,AB,NaN,1,123.03187562298118,32.77840805053711,NaN,NaN,ab,704,10543
10543,230866,57745.53125,hsc::z,744.4662488365208,AB,NaN,1,140.6728681276588,32.092803955078125,NaN,NaN,ab,705,10543
10562,256721,58869.2734375,hsc::Y,615.9136443136293,AB,NaN,1,74.18856217766903,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58848.24609375,hsc::i2,805.4950155723682,AB,NaN,1,151.70928535984405,32.89280319213867,NaN,NaN,ab,707,10562
10562,256721,58874.328125,hsc::i2,686.5647631523991,AB,NaN,1,109.78779051249346,32.89280319213867,NaN,NaN,ab,707,10562
10562,256721,58876.28125,hsc::Y,588.9318711802154,AB,NaN,1,92.29671764919419,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58876.27734375,hsc::Y,458.78733341263353,AB,NaN,1,83.76114818988688,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58876.2734375,hsc::Y,682.8751804426419,AB,NaN,1,70.03072026587549,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58874.2421875,hsc::z,632.8885470122403,AB,NaN,1,100.1534393517969,32.092803955078125,NaN,NaN,ab,708,10562
10562,256721,58874.24609375,hsc::z,576.8326648153152,AB,NaN,1,99.99542504505854,32.092803955078125,NaN,NaN,ab,708,10562
10562,256721,58876.2421875,hsc::Y,723.9434573821129,AB,NaN,1,93.92637131580398,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58869.27734375,hsc::Y,886.20986562705,AB,NaN,1,100.96950976392627,31.69280242919922,NaN,NaN,ab,706,10562
10562,256721,58869.28125,hsc::Y,694.2448794050035,AB,NaN,1,73.6915441734337,31.69280242919922,NaN,NaN,ab,706,10562
10571,232470,57816.3203125,hsc::z,631.4962532449501,AB,NaN,1,97.04569349729638,31.978408813476562,NaN,NaN,ab,712,10571
10571,232470,57819.4609375,hsc::Y,549.1969982561768,AB,NaN,1,60.1775793896808,31.57840919494629,NaN,NaN,ab,709,10571
10571,232470,57776.39453125,hsc::r2,1099.9670747920225,AB,NaN,1,55.09629476721962,32.53818130493164,NaN,NaN,ab,711,10571
10571,232470,57774.484375,hsc::z,707.9723667248155,AB,NaN,1,48.57499625965101,31.978408813476562,NaN,NaN,ab,712,10571
10571,232470,57783.4375,hsc::i2,2693.0172257316385,AB,NaN,1,125.92707224007155,32.77840805053711,NaN,NaN,ab,710,10571
10571,232470,57786.46875,hsc::r2,1347.168156606478,AB,NaN,1,116.08509213576582,32.53818130493164,NaN,NaN,ab,711,10571
10571,232470,57776.58984375,hsc::i2,2048.6253717301925,AB,NaN,1,213.29337725399307,32.77840805053711,NaN,NaN,ab,710,10571
10603,227670,57745.53125,hsc::z,3130.467623720093,AB,NaN,1,143.03891818773778,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57786.45703125,hsc::r2,481.7416129446868,AB,NaN,1,92.87044082495163,33.092803955078125,NaN,NaN,ab,716,10603
10603,227670,57776.3984375,hsc::r2,922.2030629569539,AB,NaN,1,86.09487158918834,33.092803955078125,NaN,NaN,ab,716,10603
10603,227670,57805.36328125,hsc::z,527.4419072304004,AB,NaN,1,71.13262635790996,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57783.4453125,hsc::i2,1680.9126705057015,AB,NaN,1,225.4393764642793,32.89280319213867,NaN,NaN,ab,715,10603
10603,227670,57783.44140625,hsc::i2,1685.1679096815392,AB,NaN,1,167.40730664117768,32.89280319213867,NaN,NaN,ab,715,10603
10603,227670,57755.61328125,hsc::g,690.7268035306122,AB,NaN,1,64.62438938117023,33.092803955078125,NaN,NaN,ab,714,10603
10603,227670,57747.51953125,hsc::r2,5337.07527946981,AB,NaN,1,153.59090897921715,33.092803955078125,NaN,NaN,ab,716,10603
10603,227670,57757.53515625,hsc::Y,2054.055371286423,AB,NaN,1,163.330271380101,31.69280242919922,NaN,NaN,ab,713,10603
10603,227670,57757.53125,hsc::Y,1909.820660624575,AB,NaN,1,138.2437940500514,31.69280242919922,NaN,NaN,ab,713,10603
10603,227670,57783.5234375,hsc::z,1100.117152371458,AB,NaN,1,111.49154616872416,31.978408813476562,NaN,NaN,ab,717,10603
10603,227670,57774.4921875,hsc::z,1413.9644684635384,AB,NaN,1,44.48839262892228,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57783.5703125,hsc::z,1197.400982511742,AB,NaN,1,97.07577150196208,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57774.48828125,hsc::z,1435.2448021192904,AB,NaN,1,43.162729694563254,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57745.53515625,hsc::z,2813.9529339371147,AB,NaN,1,164.6223755617173,32.092803955078125,NaN,NaN,ab,717,10603
10603,227670,57783.57421875,hsc::z,970.376964196892,AB,NaN,1,95.81256862931622,32.092803955078125,NaN,NaN,ab,717,10603
10621,235670,58783.453125,hsc::i2,4111.7243000635335,AB,NaN,1,161.87784155775446,32.89280319213867,NaN,NaN,ab,719,10621
10621,235670,58779.5390625,hsc::z,2088.245269457953,AB,NaN,1,109.16450779093806,32.092803955078125,NaN,NaN,ab,720,10621
10621,235670,58753.43359375,hsc::g,1607.2381020265211,AB,NaN,1,95.57277117843888,33.092803955078125,NaN,NaN,ab,718,10621
10621,235670,58814.24609375,hsc::z,731.596605416755,AB,NaN,1,140.81725828898246,32.092803955078125,NaN,NaN,ab,720,10621
10621,235670,58787.53125,hsc::z,1529.8879867826197,AB,NaN,1,112.62407786397767,32.092803955078125,NaN,NaN,ab,720,10621
10621,235670,58753.34375,hsc::g,1689.036400577581,AB,NaN,1,107.03309600805774,33.092803955078125,NaN,NaN,ab,718,10621
10621,235670,58783.4375,hsc::i2,3999.964313002628,AB,NaN,1,159.41257075311643,32.89280319213867,NaN,NaN,ab,719,10621
10621,235670,58783.43359375,hsc::i2,4162.854936719061,AB,NaN,1,210.4647946962983,32.89280319213867,NaN,NaN,ab,719,10621
10654,255119,59883.3828125,hsc::z,2033.3871943398763,AB,NaN,1,49.50849169238047,32.092803955078125,NaN,NaN,ab,722,10654
10654,255119,59883.37890625,hsc::z,2026.4255231841137,AB,NaN,1,48.87795993648051,32.092803955078125,NaN,NaN,ab,722,10654
10654,255119,59883.390625,hsc::z,2041.235085795895,AB,NaN,1,149.13524795160086,32.092803955078125,NaN,NaN,ab,722,10654
10654,255119,59874.359375,hsc::i2,4280.479993797946,AB,NaN,1,89.03424787048067,32.89280319213867,NaN,NaN,ab,721,10654
10654,255119,59884.2734375,hsc::z,1945.804078694789,AB,NaN,1,181.06528304404856,32.092803955078125,NaN,NaN,ab,722,10654
10654,255119,59874.35546875,hsc::i2,4302.68321841106,AB,NaN,1,187.3779936304842,32.89280319213867,NaN,NaN,ab,721,10654
10654,255119,59883.38671875,hsc::z,2068.468497498747,AB,NaN,1,71.07193125605151,32.092803955078125,NaN,NaN,ab,722,10654
10680,237264,58783.43359375,hsc::i2,1691.3318572690255,AB,NaN,1,208.84874573200293,32.89280319213867,NaN,NaN,ab,724,10680
10680,237264,58787.5234375,hsc::z,1577.2493407688182,AB,NaN,1,101.77804426112942,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58787.53125,hsc::z,1334.1908186795295,AB,NaN,1,112.43644775861313,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58814.23828125,hsc::z,960.7968667549703,AB,NaN,1,137.80940486497977,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58814.2421875,hsc::z,1075.3429019159246,AB,NaN,1,132.57886601787982,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58814.24609375,hsc::z,854.900341627369,AB,NaN,1,140.9760356362804,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58787.52734375,hsc::z,1548.1232013342276,AB,NaN,1,110.10056108971393,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58753.34375,hsc::g,774.6080145612116,AB,NaN,1,105.79259877078263,33.092803955078125,NaN,NaN,ab,723,10680
10680,237264,58753.43359375,hsc::g,854.7764892742324,AB,NaN,1,94.17389717480496,33.092803955078125,NaN,NaN,ab,723,10680
10680,237264,58783.453125,hsc::i2,2022.3643005443987,AB,NaN,1,159.77375733977456,32.89280319213867,NaN,NaN,ab,724,10680
10680,237264,58783.4375,hsc::i2,1685.4906568618082,AB,NaN,1,157.2733487000499,32.89280319213867,NaN,NaN,ab,724,10680
10680,237264,58779.5390625,hsc::z,1916.0273435909444,AB,NaN,1,108.61854822589605,32.092803955078125,NaN,NaN,ab,725,10680
10680,237264,58779.51953125,hsc::z,1752.4907173827812,AB,NaN,1,98.65549178519797,32.092803955078125,NaN,NaN,ab,725,10680
10684,256720,58904.25,hsc::r2,2990.558931335873,AB,NaN,1,111.32366238632244,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58904.24609375,hsc::r2,3401.589777152806,AB,NaN,1,97.07906826488099,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58903.265625,hsc::i2,4122.959358233182,AB,NaN,1,164.31082626420496,32.89280319213867,NaN,NaN,ab,727,10684
10684,256720,58903.26171875,hsc::i2,4188.987268252908,AB,NaN,1,121.93166631619171,32.89280319213867,NaN,NaN,ab,727,10684
10684,256720,58903.2578125,hsc::i2,4040.8620070023157,AB,NaN,1,142.10233549308407,32.89280319213867,NaN,NaN,ab,727,10684
10684,256720,58904.2421875,hsc::r2,2987.409137307831,AB,NaN,1,121.75329135641796,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58904.25390625,hsc::r2,3192.825841576936,AB,NaN,1,135.19070266569048,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58903.26953125,hsc::i2,4162.413915178987,AB,NaN,1,170.0955391025262,32.89280319213867,NaN,NaN,ab,727,10684
10684,256720,58904.23046875,hsc::r2,3580.410624991137,AB,NaN,1,267.82178709054887,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58900.23828125,hsc::Y,1585.9895147357254,AB,NaN,1,279.59037064452235,31.69280242919922,NaN,NaN,ab,726,10684
10684,256720,58900.2421875,hsc::Y,1932.7804951719988,AB,NaN,1,290.83545516574924,31.69280242919922,NaN,NaN,ab,726,10684
10684,256720,58900.24609375,hsc::Y,1514.1972052176773,AB,NaN,1,225.70429385723634,31.69280242919922,NaN,NaN,ab,726,10684
10684,256720,58900.25,hsc::Y,1537.7428620514029,AB,NaN,1,182.33508388231348,31.69280242919922,NaN,NaN,ab,726,10684
10684,256720,58904.234375,hsc::r2,2987.682335308536,AB,NaN,1,171.07997157323962,33.092803955078125,NaN,NaN,ab,728,10684
10684,256720,58903.25390625,hsc::i2,3898.2144094596406,AB,NaN,1,196.0826260602768,32.89280319213867,NaN,NaN,ab,727,10684
10684,256720,58898.234375,hsc::z,2368.3391672680905,AB,NaN,1,321.6976291403767,32.092803955078125,NaN,NaN,ab,729,10684
10697,227668,57774.47265625,hsc::z,2407.737633991966,AB,NaN,1,53.82899425026075,31.978408813476562,NaN,NaN,ab,733,10697
10697,227668,57755.6171875,hsc::g,1541.6255145535254,AB,NaN,1,49.13828479650133,32.53818130493164,NaN,NaN,ab,730,10697
10697,227668,57776.5078125,hsc::i2,6156.091209592647,AB,NaN,1,123.83292382857887,32.77840805053711,NaN,NaN,ab,731,10697
10697,227668,57783.44921875,hsc::i2,5386.047935998196,AB,NaN,1,176.4577226428533,32.77840805053711,NaN,NaN,ab,731,10697
10697,227668,57786.4609375,hsc::r2,1973.5424286748332,AB,NaN,1,81.95550387314898,32.53818130493164,NaN,NaN,ab,732,10697
10774,225264,57776.5078125,hsc::i2,2770.6107944379996,AB,NaN,1,119.14771786222988,32.77840805053711,NaN,NaN,ab,735,10774
10774,225264,57776.40234375,hsc::r2,553.4611204469197,AB,NaN,1,48.99389563577346,32.53818130493164,NaN,NaN,ab,736,10774
10774,225264,57755.6171875,hsc::g,389.4440432512052,AB,NaN,1,45.13626124783123,32.53818130493164,NaN,NaN,ab,734,10774
10774,225264,57783.44921875,hsc::i2,1807.7318628177393,AB,NaN,1,173.16675028036525,32.77840805053711,NaN,NaN,ab,735,10774
10774,225264,57774.47265625,hsc::z,1090.4109002012617,AB,NaN,1,49.449255761759616,31.978408813476562,NaN,NaN,ab,737,10774
10780,227665,57835.2578125,hsc::i2,2634.5778644826255,AB,NaN,1,129.08850913510653,32.89280319213867,NaN,NaN,ab,739,10780
10780,227665,57818.5078125,hsc::r2,862.0363038183539,AB,NaN,1,108.60647547639017,33.092803955078125,NaN,NaN,ab,740,10780
10780,227665,57833.37109375,hsc::Y,914.9237249149821,AB,NaN,1,87.03349012178901,31.69280242919922,NaN,NaN,ab,738,10780
10780,227665,57833.3671875,hsc::Y,830.8059625782951,AB,NaN,1,123.54778802171887,31.69280242919922,NaN,NaN,ab,738,10780
10780,227665,57869.26171875,hsc::i2,814.2282127091196,AB,NaN,1,162.83217073342882,32.89280319213867,NaN,NaN,ab,739,10780
10780,227665,57842.27734375,hsc::i2,2363.827865351675,AB,NaN,1,117.21076589915883,32.89280319213867,NaN,NaN,ab,739,10780
10780,227665,57842.2734375,hsc::i2,2393.215487554929,AB,NaN,1,104.79465208985954,32.89280319213867,NaN,NaN,ab,739,10780
10780,227665,57833.36328125,hsc::Y,954.8822974199553,AB,NaN,1,145.25604158478828,31.69280242919922,NaN,NaN,ab,738,10780
10780,227665,57834.421875,hsc::z,1453.659624229508,AB,NaN,1,103.18301789522769,32.092803955078125,NaN,NaN,ab,741,10780
10780,227665,57834.4296875,hsc::z,1607.0635734434195,AB,NaN,1,72.17966106578561,32.092803955078125,NaN,NaN,ab,741,10780
10780,227665,57816.46484375,hsc::i2,1203.7888248639385,AB,NaN,1,149.75589940940117,32.89280319213867,NaN,NaN,ab,739,10780
10780,227665,57834.42578125,hsc::z,1716.589540051644,AB,NaN,1,78.08846801637262,32.092803955078125,NaN,NaN,ab,741,10780
